Organisation Name,Address 1,Address 2,Address 3,Address 4,City,County,Post Code,Country,Website,Constitution,Sector,Type
Diverse Heritage Trust,Upper Hill Street,,,,Liverpool,Merseyside,L8 8LE,England,,Charity & Trusts,Museum,Independent
Great Dunmow Museum,Venn House,Tenterfields,,,Great Dunmow,Essex,CM6 1HH,England,,Charity & Trusts,Museum,Independent
Ruddington Village Museum,Vicarage Lane,,,,Ruddington,Nottinghamshire,NG11 6HA,England,,Charity & Trusts,Museum,Independent
Georgian Theatre Royal Museum,Victoria Road,,,,Richmond,Yorkshire,DL10 4DW,England,www.georgiantheatreroyal.co.uk,Charity & Trusts,Museum,Independent
HMS Warrior,Victory Gate,HM Naval Base,,,Portsmouth,Hampshire,PO1 3QX,,http://www.hmswarrior.org,Charity & Trusts,Museum,Independent
Nature in Art,Wallsworth Hall,Twigworth,,,Gloucester,Gloucestershire,GL2 9PA,England,http://www.nature-in-art.org.uk/,Charity & Trusts,Museum,Independent
Walton Hall Museum,Walton Hall Road,Linford,,,Stanford-le-Hope,Essex,SS17 0RH,England,,Charity & Trusts,Museum,Independent
Nene Valley Railway,Wansford Station,Stibbington,,,Peterborough,Cambridgeshire,PE8 6LR,England,,Charity & Trusts,Museum,Independent
Brentwood Museum Society,Warley,6 Hamilton Crescent,,,Brentwood,Essex,CM14 5ES,England,,Charity & Trusts,Museum,Independent
Dewey Museum,Warminster Library,Three Horseshoes Mall,,,Warminster,Wiltshire,BA12 9BT,England,,Charity & Trusts,Museum,Independent
"University of Warwick, Mead Gallery",Warwick Arts Centre,,,,Coventry,West Midlands,CV4 7AL,England,www.warwickartscentre.co.uk/home,University,Museum,Independent
Warwickshire County Cricket Club Museum,Warwickshire County Cricket Club,County Ground,Edgbaston,,Birmingham,West Midlands,B5 7QU,England,www.thebears.co.uk,Charity & Trusts,Museum,Independent
Motorboat Museum,Wat Tyler Country Park,Pitsea Hall Lane,,,Basildon,Essex,SS16 4UH,England,,Local Authority Controlled,Museum,Independent
Heron Corn Mill - Beetham Trust,Waterhouse Mills,,,,Milnthorpe,Cumbria,LA7 7AR,England,,Charity & Trusts,Museum,Independent
Ryhope Engines Museum,Waterworks Road,Ryhope,,,Sunderland,Tyne & Wear,SR2 0ND,England,www.ryhopeengines.org.uk,Charity & Trusts,Museum,Independent
The Fusiliers Museum and Learning Centre,Wellington Barracks,Bolton Road,,,Bury,Lancashire,BL8 2PL,England,,Central Government Funded,Museum,Independent
Priest House,West Hoathly,,,,East Grinstead,West Sussex,RH19 4PP,England,http://www.sussexpast.co.uk/property/site.php?site_id=17,Charity & Trusts,Museum,Independent
Standen,West Hoathly Road,,,,East Grinstead,West Sussex,RH19 4NE,England,http://www.nationaltrust.org.uk/main/w-standen,Charity & Trusts,Museum,Independent
"National Trust, Lamb House",West Street,,,,Rye,Kent,TN31 7ES,England,,Charity & Trusts,Museum,Independent
Weston Park Museum,Weston Park,,,,Sheffield,Yorkshire,S10 2TP,England,http://www.museums-sheffield.org.uk/coresite/html/WPM.asp,Charity & Trusts,Museum,Independent
The Muckleburgh Collection,Weybourne Military Camp,Weybourne,,,Holt,Norfolk,NR25 7EG,England,,Charity & Trusts,Museum,Independent
Pewsey Heritage Centre,Whatleys Old Foundry,3 High Street,,,Pewsey,Wiltshire,SN9 5AF,England,www.pewsey-heritage-centre.org.uk,Charity & Trusts,Museum,Independent
St Austell China Clay Museum,Wheal Martyn Cottage,Carthew,,,St Austell,,PL26 8XG,,http://www.wheal-martyn.com/,Charity & Trusts,Museum,Independent
Lincolnshire Road Transport Museum,Whisby Road,,,,Lincoln,Lincolnshire,LN6 3QT,UK,www.lws.org.uk,Charity & Trusts,Museum,Independent
Beaminster Museum,Whitcombe Road,,,,Beaminster,Dorset,DT8 3NB,England,http://www.btinternet.com/~chemeng/,Charity & Trusts,Museum,Independent
Dover Transport Museum,White Cliffs Business Park,Port Zone,Honeywood Road,,Dover,Kent,CT16 2HJ,England,,Charity & Trusts,Museum,Independent
Banqueting House Whitehall,Whitehall,Westminster,,,London,,SW1A 2ER,England,,Charity & Trusts,Museum,Independent
Hamilton Kerr Institute,Whittlesford,,,,Cambridge,Cambridgeshire,CB22 4NE,England,,University,Museum,Independent
"National Trust, Wightwick Manor",Wightwick Bank,,,,Wolverhampton,West Midlands,WV6 8EE,England,www.nationaltrust.org.uk/main/w-wightwickmanor,Charity & Trusts,Museum,Independent
Ilfracombe Museum,Wilder Road,,,,Ilfracombe,Devon,EX34 8AF,England,,Charity & Trusts,Museum,Independent
Lackham Museum,Wiltshire College Lackham,Lacock,,,Chippenham,Wiltshire,SN15 2NY,England,http://www.lackhamcountrypark.co.uk/,Charity & Trusts,Museum,Independent
Fenton House,Windmill Hill,Hampstead,Camden,,London,,NW3 6RT,England,,Charity & Trusts,Museum,Independent
Wimbledon Windmill Museum,Windmill Road,Wimbledon Common,,,London,,SW19 5NR,England,,Charity & Trusts,Museum,Independent
Woodford Visual Arts Gallery,Woodford Lodge,Woodford Lane,,,Winsford,Cheshire,CW7 4EH,England,,Charity & Trusts,Museum,Independent
Rural and Countryside Collection,Woodlands,37 Renwick Park East,,,West Runton,Norfolk,NR27 9LY,England,,Charity & Trusts,Museum,Independent
Museum of the Worcestershire Yeomanry Cavalry,Worcester Art Gallery and Museum,Foregate Street,,,Worcester,Worcestershire,WR1 1DT,UK,www.worcestercitymuseums.org.uk/,Charity & Trusts,Museum,Independent
"National Trust, Wordsworth House",Wordsworth House,Main Street,,,Cockermouth,Cumbria,CA13 9RX,England,http://www.wordsworthhouse.org.uk/,Charity & Trusts,Museum,Independent
Lutterworth Museum,Wycliffe House,Gilmorton Road,,,Lutterworth,Leicestershire,LE17 4DY,England,www.thisislutterworth.com,Charity & Trusts,Museum,Independent
Potters Bar Museum,"Wyllyotts Centre,Wyllyotts Place",Darkes Lane,,,Potters Bar,Hertfordshire,EN6 2HN,England,,Charity & Trusts,Museum,Independent
"Chedworth Roman Villa, National Trust",Yanmouth,,,,Cheltenham,Gloucestershire,GL54 3LJ,England,http://www.chedworthromanvilla.com/,Charity & Trusts,Museum,Independent
